date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform,ROAS,CTR,CPC,CPM
2025-06-19,Prospecting,CA,Facebook - Prospecting - C09,121204,1349,1010.46,2544.02,Facebook,2.5176850147457595,1.112999570971255,0.7490437361008154,8.336853569189136
2025-06-20,Prospecting,CA,Facebook - Prospecting - C09,224129,2548,2228.6,5538.95,Facebook,2.485394418020282,1.1368452989126798,0.874646781789639,9.943380820866553
2025-06-21,Prospecting,CA,Facebook - Prospecting - C09,104767,1192,1041.26,2723.88,Facebook,2.6159460653439104,1.1377628451707122,0.8735402684563758,9.938816612101139
2025-06-22,Prospecting,CA,Facebook - Prospecting - C09,105538,1383,868.16,2103.32,Facebook,2.422733136748987,1.3104284712615362,0.6277368040491684,8.226041804847542
2025-06-23,Prospecting,CA,Facebook - Prospecting - C09,229935,2561,2135.26,5000.26,Facebook,2.3417569757312924,1.113793028464566,0.833760249902382,9.286363537521474
2025-06-24,Prospecting,CA,Facebook - Prospecting - C09,206425,2592,1290.99,2621.17,Facebook,2.030356548075508,1.2556618626619838,0.4980671296296296,6.254038997214485
2025-06-25,Prospecting,CA,Facebook - Prospecting - C09,221502,2657,1584.09,4065.39,Facebook,2.566388273393557,1.1995377016911812,0.5961949567181031,7.151583281415066
2025-06-26,Prospecting,CA,Facebook - Prospecting - C09,95078,1123,636.15,1321.99,Facebook,2.078110508527863,1.1811354887565997,0.566473731077471,6.690822272239634
2025-06-27,Prospecting,CA,Facebook - Prospecting - C09,77247,958,611.99,1201.85,Facebook,1.963839278419582,1.2401776120755499,0.6388204592901879,7.9225083174751125
2025-06-28,Prospecting,CA,Facebook - Prospecting - C09,169617,1999,1547.44,4047.22,Facebook,2.6154293542883726,1.1785375286675275,0.7741070535267635,9.123142137875332
2025-06-29,Prospecting,CA,Facebook - Prospecting - C09,110289,1343,817.66,1963.96,Facebook,2.401927451507962,1.2177098350696807,0.6088309754281459,7.413794666739204
2025-06-30,Prospecting,CA,Facebook - Prospecting - C09,233748,2651,2418.2,6441.65,Facebook,2.6638201968406254,1.1341273508222531,0.9121840814786872,10.345329157896538
2025-07-01,Prospecting,CA,Facebook - Prospecting - C09,197428,2571,2266.29,5026.22,Facebook,2.2178185492589213,1.302246895070608,0.8814819136522754,11.479070851145735
2025-07-02,Prospecting,CA,Facebook - Prospecting - C09,173628,1980,2073.41,4850.19,Facebook,2.3392334367057166,1.1403690648973668,1.0471767676767676,11.941679913378026
2025-07-03,Prospecting,CA,Facebook - Prospecting - C09,89798,1113,1167.07,2925.99,Facebook,2.507124679753571,1.2394485400565713,1.0485804132973944,12.996614623933718
2025-07-04,Prospecting,CA,Facebook - Prospecting - C09,84156,1100,1087.18,2588.16,Facebook,2.3806177449916293,1.307096344883312,0.9883454545454546,12.918627311183991
2025-07-05,Prospecting,CA,Facebook - Prospecting - C09,259997,3302,2891.37,6961.81,Facebook,2.4077893870379787,1.2700146540152386,0.8756420351302241,11.12078216287111
2025-07-06,Prospecting,CA,Facebook - Prospecting - C09,258974,2983,2153.19,4940.55,Facebook,2.2945257966087524,1.1518530817765489,0.7218203151190077,8.314309544587488
2025-07-07,Prospecting,CA,Facebook - Prospecting - C09,257433,3124,2740.06,7289.86,Facebook,2.6604745881477045,1.213519634234927,0.8770998719590268,10.643779158072197
2025-07-08,Prospecting,CA,Facebook - Prospecting - C09,217147,2528,1577.34,3498.24,Facebook,2.217809730305451,1.164188314828204,0.6239477848101266,7.2639272013889205
2025-07-09,Prospecting,CA,Facebook - Prospecting - C09,145396,1693,1334.36,2988.75,Facebook,2.2398378248748467,1.1644061734848277,0.7881630242173656,9.177418911111722
2025-07-10,Prospecting,CA,Facebook - Prospecting - C09,236606,2773,3046.9,7802.97,Facebook,2.5609537562768714,1.1719905665959442,1.0987738910926794,12.877526351825397
2025-07-11,Prospecting,CA,Facebook - Prospecting - C09,145357,1706,1172.24,2890.58,Facebook,2.4658602333993036,1.1736620871371863,0.6871277842907386,8.064558294406186
2025-07-12,Prospecting,CA,Facebook - Prospecting - C09,156567,1774,1262.21,3130.64,Facebook,2.480284580220407,1.1330612453454432,0.7115050732807215,8.061788244010552
2025-07-13,Prospecting,CA,Facebook - Prospecting - C09,169201,1976,2130.98,4656.54,Facebook,2.1851636336333518,1.1678417976253095,1.0784311740890689,12.594370009633513
2025-07-14,Prospecting,CA,Facebook - Prospecting - C09,104430,1265,1309.34,2925.99,Facebook,2.234706035101654,1.2113377381978359,1.0350513833992094,12.537968016853394
2025-07-15,Prospecting,CA,Facebook - Prospecting - C09,142164,1861,1627.65,3387.26,Facebook,2.0810739409578227,1.3090515179651672,0.8746104245029555,11.44910103823753
2025-07-16,Prospecting,CA,Facebook - Prospecting - C09,184039,2097,1916.97,5020.5,Facebook,2.6189768227984787,1.1394324029145995,0.9141487839771102,10.416107455484978
2025-07-17,Prospecting,CA,Facebook - Prospecting - C09,192455,2299,1954.02,4363.54,Facebook,2.2331091800493343,1.1945649632381596,0.849943453675511,10.153126704944013
2025-07-18,Prospecting,CA,Facebook - Prospecting - C09,97283,1196,875.71,2293.46,Facebook,2.6189720341208846,1.2294028761448557,0.7321989966555185,9.00167552398672
2025-07-19,Prospecting,CA,Facebook - Prospecting - C09,294134,3394,2449.55,6244.72,Facebook,2.549333551060399,1.1538958433911073,0.7217295226870949,8.328006962812868
2025-07-20,Prospecting,CA,Facebook - Prospecting - C09,152325,1668,1287.97,3103.25,Facebook,2.409411709900075,1.0950270802560316,0.7721642685851319,8.45540784506811
2025-07-21,Prospecting,CA,Facebook - Prospecting - C09,117980,1556,1311.17,2850.7,Facebook,2.174165058688042,1.318867604678759,0.8426542416452443,11.113493812510596
2025-07-22,Prospecting,CA,Facebook - Prospecting - C09,237149,2748,1586.34,3269.59,Facebook,2.061090308508895,1.1587651645168227,0.5772707423580786,6.6892122673930725
2025-07-23,Prospecting,CA,Facebook - Prospecting - C09,242472,2863,1913.07,4215.84,Facebook,2.2037039941037184,1.1807548912864165,0.6682046804051693,7.8898594476888055
2025-07-24,Prospecting,CA,Facebook - Prospecting - C09,130464,1524,981.15,2210.14,Facebook,2.252601539010345,1.1681383370125091,0.6437992125984252,7.520465415746872
2025-07-25,Prospecting,CA,Facebook - Prospecting - C09,230977,3002,1644.9,4628.29,Facebook,2.813721198857073,1.299696506578577,0.5479347101932046,7.12148828671253
2025-07-26,Prospecting,CA,Facebook - Prospecting - C09,109417,1294,1103.5,2936.89,Facebook,2.6614318078840054,1.1826315837575514,0.8527820710973725,10.085270113419304
2025-07-27,Prospecting,CA,Facebook - Prospecting - C09,196311,2309,1875.66,4734.71,Facebook,2.5242901165456426,1.176194915211068,0.8123256821134691,9.55453336797225
2025-07-28,Prospecting,CA,Facebook - Prospecting - C09,221424,2855,2290.09,6156.43,Facebook,2.6882917265260318,1.2893814581978467,0.8021330998248687,10.34255545920948
2025-07-29,Prospecting,CA,Facebook - Prospecting - C09,199566,2173,2366.52,6261.16,Facebook,2.6457245237733042,1.0888628323461913,1.089056603773585,11.858332581702292
2025-07-30,Prospecting,CA,Facebook - Prospecting - C09,128876,1690,1261.21,2825.21,Facebook,2.240078971781067,1.3113380303547595,0.7462781065088757,9.786228622862287
2025-07-31,Prospecting,CA,Facebook - Prospecting - C09,84825,1002,534.08,1394.66,Facebook,2.611331635710006,1.1812555260831124,0.5330139720558883,6.296256999705276
2025-08-01,Prospecting,CA,Facebook - Prospecting - C09,241950,3095,2800.47,5863.87,Facebook,2.0938878116887523,1.2791899152717505,0.9048368336025847,11.574581525108492
2025-08-02,Prospecting,CA,Facebook - Prospecting - C09,199295,2240,1409.45,3084.39,Facebook,2.1883642555606797,1.123961965929903,0.62921875,7.072179432499561
2025-08-03,Prospecting,CA,Facebook - Prospecting - C09,231373,2844,2240.44,5104.57,Facebook,2.278378354251843,1.22918404481076,0.7877777777777778,9.683238753009212
2025-08-04,Prospecting,CA,Facebook - Prospecting - C09,144233,1774,1690.14,3542.19,Facebook,2.095796797898399,1.2299543100400048,0.952728297632469,11.718122759701316
2025-08-05,Prospecting,CA,Facebook - Prospecting - C09,161661,2015,1439.26,3205.01,Facebook,2.226845740172033,1.2464354420670416,0.714272952853598,8.902951237466056
2025-08-06,Prospecting,CA,Facebook - Prospecting - C09,104373,1311,978.4,2516.41,Facebook,2.5719644317252657,1.2560719726366014,0.7463005339435546,9.374071838502294
2025-08-07,Prospecting,CA,Facebook - Prospecting - C09,221674,2885,2319.32,5865.48,Facebook,2.52896538640636,1.3014607035556718,0.8039237435008666,10.462751608217474
2025-08-08,Prospecting,CA,Facebook - Prospecting - C09,289401,3150,2159.49,5268.95,Facebook,2.4399047923352275,1.0884551193672447,0.6855523809523809,7.461929986420226
2025-08-09,Prospecting,CA,Facebook - Prospecting - C09,209339,2402,2297.53,6351.88,Facebook,2.764655956614277,1.1474211685352467,0.9565070774354705,10.975164685032412
2025-08-10,Prospecting,CA,Facebook - Prospecting - C09,290959,3671,1821.23,3894.57,Facebook,2.1384284247459133,1.2616897913451723,0.4961127758104059,6.259404245959053
2025-08-11,Prospecting,CA,Facebook - Prospecting - C09,133956,1450,1741.07,4618.33,Facebook,2.6525814585283762,1.0824449819343667,1.2007379310344828,12.997327480665291
2025-08-12,Prospecting,CA,Facebook - Prospecting - C09,71287,802,622.96,1271.64,Facebook,2.04128675998459,1.1250298090815998,0.7767581047381547,8.738760222761513
2025-08-13,Prospecting,CA,Facebook - Prospecting - C09,102768,1201,1023.92,2701.06,Facebook,2.637959996874756,1.1686517203798847,0.8525562031640299,9.96341273548186
2025-08-14,Prospecting,CA,Facebook - Prospecting - C09,109758,1354,1475.23,3747.25,Facebook,2.5401123892545567,1.2336230616447093,1.0895347119645495,13.44075147141894
2025-08-15,Prospecting,CA,Facebook - Prospecting - C09,140793,1670,2127.6,5528.92,Facebook,2.598665162624554,1.1861385154091468,1.274011976047904,15.111546738829345
2025-08-16,Prospecting,CA,Facebook - Prospecting - C09,135984,1731,987.77,2706.04,Facebook,2.7395446308351135,1.2729438757500882,0.5706354708261121,7.263869278738675
2025-08-17,Prospecting,CA,Facebook - Prospecting - C09,172165,2003,2200.94,5837.86,Facebook,2.652439412251129,1.1634188133476606,1.0988217673489766,12.783899166497257
2025-08-18,Prospecting,CA,Facebook - Prospecting - C09,119236,1511,1787.98,4156.71,Facebook,2.324807883757089,1.2672347277667817,1.1833090668431503,14.995303431849441
2025-08-19,Prospecting,CA,Facebook - Prospecting - C09,117354,1289,1014.27,2760.69,Facebook,2.721849211748351,1.098386079724594,0.7868657874321179,8.642824275269696
2025-08-20,Prospecting,CA,Facebook - Prospecting - C09,102662,1271,666.42,1744.17,Facebook,2.61722337264788,1.2380432876819076,0.5243273013375295,6.491398959692972
2025-08-21,Prospecting,CA,Facebook - Prospecting - C09,197244,2219,1582.88,3741.97,Facebook,2.364026331749722,1.125002534931354,0.7133303289770168,8.024984283425605
2025-08-22,Prospecting,CA,Facebook - Prospecting - C09,119898,1502,1114.33,2980.69,Facebook,2.6748718961169495,1.2527314884318337,0.7418974700399467,9.293983219069542
2025-08-23,Prospecting,CA,Facebook - Prospecting - C09,107202,1366,957.0,2649.73,Facebook,2.768787878787879,1.2742299583962986,0.7005856515373353,8.927072256114625
2025-08-24,Prospecting,CA,Facebook - Prospecting - C09,96976,1162,1076.9,2277.54,Facebook,2.1149038907976596,1.1982346147500413,0.926764199655766,11.104809437386571
2025-08-25,Prospecting,CA,Facebook - Prospecting - C09,104804,1301,1127.93,2651.09,Facebook,2.3504029505377106,1.2413648334033052,0.8669715603382014,10.762280065646351
2025-08-26,Prospecting,CA,Facebook - Prospecting - C09,142423,1636,1742.75,3573.55,Facebook,2.0505235977621576,1.1486908715586668,1.0652506112469438,12.236436530616544
2025-08-27,Prospecting,CA,Facebook - Prospecting - C09,141332,1654,1332.36,3093.02,Facebook,2.321459665555856,1.1702940593779185,0.8055380894800483,9.427164407211388
2025-08-28,Prospecting,CA,Facebook - Prospecting - C09,118737,1379,1174.79,2699.42,Facebook,2.2977893921466817,1.1613902995696372,0.8519144307469181,9.8940515593286
2025-08-29,Prospecting,CA,Facebook - Prospecting - C09,107935,1167,845.03,1953.15,Facebook,2.3113380590038224,1.0812062815583452,0.7241045415595544,7.82906378839116
2025-08-30,Prospecting,CA,Facebook - Prospecting - C09,151864,1641,1409.14,2868.73,Facebook,2.0358019785117163,1.0805720908181005,0.8587081048141377,9.278960122214615
2025-08-31,Prospecting,CA,Facebook - Prospecting - C09,89136,963,1057.68,2866.3,Facebook,2.7099878980409953,1.0803715670436187,1.0983177570093459,11.865912762520194
2025-09-01,Prospecting,CA,Facebook - Prospecting - C09,171875,1933,1861.76,4283.44,Facebook,2.3007476796149877,1.1246545454545456,0.9631453698913606,10.832058181818182
2025-09-02,Prospecting,CA,Facebook - Prospecting - C09,112887,1419,1349.32,3267.96,Facebook,2.421931046749474,1.2570092216109914,0.9508949964763918,11.952837793545758
2025-09-03,Prospecting,CA,Facebook - Prospecting - C09,264130,2917,2630.23,5646.42,Facebook,2.1467400189337056,1.1043804187331996,0.9016900925608502,9.958088819899293
2025-09-04,Prospecting,CA,Facebook - Prospecting - C09,122081,1426,1452.89,3625.46,Facebook,2.495343763120401,1.1680769325284033,1.0188569424964937,11.90103292076572
2025-09-05,Prospecting,CA,Facebook - Prospecting - C09,106614,1364,770.84,1594.85,Facebook,2.0689767007420476,1.279381694711764,0.5651319648093842,7.2301949087361885
2025-09-06,Prospecting,CA,Facebook - Prospecting - C09,243257,2696,3225.37,6992.73,Facebook,2.1680396357627187,1.108292875436267,1.1963538575667656,13.259104568419408
2025-09-07,Prospecting,CA,Facebook - Prospecting - C09,208227,2319,2029.95,5201.78,Facebook,2.5625163181359145,1.1136884265729228,0.8753557567917206,9.748735754729214
2025-09-08,Prospecting,CA,Facebook - Prospecting - C09,112919,1484,845.69,1757.7,Facebook,2.078421170878218,1.3142163851964683,0.5698719676549866,7.489350773563351
2025-09-09,Prospecting,CA,Facebook - Prospecting - C09,256181,2958,3527.76,7449.8,Facebook,2.111764972673878,1.1546523746882087,1.1926166328600407,13.770576272245014
2025-09-10,Prospecting,CA,Facebook - Prospecting - C09,166710,1955,1304.34,3676.41,Facebook,2.8185979115874695,1.1726950992741887,0.6671815856777493,7.824005758502788
2025-09-11,Prospecting,CA,Facebook - Prospecting - C09,162754,1923,1068.3,2636.6,Facebook,2.468033323972667,1.1815377809454761,0.5555382215288611,6.563893974956068
2025-09-12,Prospecting,CA,Facebook - Prospecting - C09,194197,2301,1310.13,3095.03,Facebook,2.3623838855686077,1.1848792720793833,0.5693741851368971,6.7463967002579865
2025-05-16,Prospecting,CA,Facebook - ASC - C10,107346,1323,1439.2,3583.48,Facebook,2.489911061700945,1.2324632496786094,1.0878306878306878,13.407113446239265
2025-05-17,Prospecting,CA,Facebook - ASC - C10,170898,2062,1703.57,3766.35,Facebook,2.2108571998802513,1.2065676602417816,0.8261736178467507,9.968343690388417
2025-05-18,Prospecting,CA,Facebook - ASC - C10,150334,1665,1376.87,3234.12,Facebook,2.348892778548447,1.1075338912022563,0.8269489489489489,9.158739872550452
2025-05-19,Prospecting,CA,Facebook - ASC - C10,177628,2283,2090.79,5791.9,Facebook,2.7701969112153777,1.2852703402616703,0.91580814717477,11.770610489337265
2025-05-20,Prospecting,CA,Facebook - ASC - C10,166459,1845,1879.53,4580.58,Facebook,2.437087995403106,1.108381042779303,1.0187154471544715,11.291248896124571
2025-05-21,Prospecting,CA,Facebook - ASC - C10,91486,1191,1100.56,3012.27,Facebook,2.7370338736643163,1.3018385326716655,0.924063811922754,12.02981877008504
2025-05-22,Prospecting,CA,Facebook - ASC - C10,157426,1931,1315.55,3227.33,Facebook,2.4532172855459695,1.2266080571189002,0.6812791299844639,8.356624699858981
2025-05-23,Prospecting,CA,Facebook - ASC - C10,191790,2489,2061.7,5405.31,Facebook,2.6217732938836886,1.2977736065488295,0.828324628364805,10.74977840346212
2025-05-24,Prospecting,CA,Facebook - ASC - C10,209335,2707,1826.17,4719.36,Facebook,2.5842939047295705,1.2931425705209352,0.6746102696712227,8.723672582224664
2025-05-25,Prospecting,CA,Facebook - ASC - C10,151206,1898,1836.96,4279.0,Facebook,2.3293920390209912,1.255241194132508,0.9678398314014752,12.14872425697393
2025-05-26,Prospecting,CA,Facebook - ASC - C10,113353,1319,1123.06,2665.82,Facebook,2.3737111107153672,1.1636216068388134,0.85144806671721,9.907633675332809
2025-05-27,Prospecting,CA,Facebook - ASC - C10,200164,2242,1478.29,3637.72,Facebook,2.460762096746917,1.1200815331428229,0.6593621766280107,7.38539397693891
2025-05-28,Prospecting,CA,Facebook - ASC - C10,204425,2658,1768.5,4180.09,Facebook,2.363635849590048,1.3002323590558884,0.6653498871331829,8.651094533447475
2025-05-29,Prospecting,CA,Facebook - ASC - C10,108543,1306,1141.76,2918.33,Facebook,2.5559925028026904,1.2032097878260228,0.8742419601837672,10.51896483421317
2025-05-30,Prospecting,CA,Facebook - ASC - C10,231091,2635,2828.18,6744.19,Facebook,2.384639591539435,1.1402434538774768,1.073313092979127,12.238382282304373
2025-05-31,Prospecting,CA,Facebook - ASC - C10,304431,3916,2462.59,5507.23,Facebook,2.236356843810784,1.2863341775311974,0.6288534218590399,8.089156491947273
2025-06-01,Prospecting,CA,Facebook - ASC - C10,161405,1780,1727.88,4316.73,Facebook,2.4982811306340715,1.1028158978965954,0.9707191011235956,10.705244571109942
2025-06-02,Prospecting,CA,Facebook - ASC - C10,279893,3435,2253.38,4967.82,Facebook,2.20460818858781,1.2272547009035595,0.6560058224163028,8.050862293805134
2025-06-03,Prospecting,CA,Facebook - ASC - C10,148707,1712,1883.57,4584.65,Facebook,2.4340215654316006,1.1512571701399397,1.100216121495327,12.666316985750502
2025-06-04,Prospecting,CA,Facebook - ASC - C10,216804,2473,2387.3,6428.36,Facebook,2.6927323754869517,1.1406616114093837,0.9653457339264052,11.011328204276674
2025-06-05,Prospecting,CA,Facebook - ASC - C10,178113,2197,2588.68,7144.4,Facebook,2.759862169136394,1.2334866068170207,1.1782794720072827,14.533919478084135
2025-06-06,Prospecting,CA,Facebook - ASC - C10,234910,2676,3168.17,8487.64,Facebook,2.6790355315529153,1.13915967817462,1.1839200298953663,13.48673960240092
2025-06-07,Prospecting,CA,Facebook - ASC - C10,152612,1713,1115.91,2757.24,Facebook,2.470844422937333,1.1224543286242235,0.6514360770577934,7.312072445155034
2025-06-08,Prospecting,CA,Facebook - ASC - C10,310551,4052,2256.16,5054.56,Facebook,2.240337564711723,1.3047776371674862,0.5568015794669299,7.265022492279851
2025-06-09,Prospecting,CA,Facebook - ASC - C10,299761,3366,2545.66,6438.27,Facebook,2.529116221333564,1.122894572676232,0.7562863933452169,8.49229886476226
2025-06-10,Prospecting,CA,Facebook - ASC - C10,198925,2389,1455.34,3561.72,Facebook,2.4473456374455456,1.2009551338444138,0.609183758894935,7.316023626995098
2025-06-11,Prospecting,CA,Facebook - ASC - C10,131533,1555,1162.37,2906.67,Facebook,2.5006409318891576,1.182212828719789,0.7475048231511253,8.837097914591775
2025-06-12,Prospecting,CA,Facebook - ASC - C10,115084,1370,920.84,1915.7,Facebook,2.080383128447939,1.1904348128323659,0.6721459854014599,8.00145980327413
2025-06-13,Prospecting,CA,Facebook - ASC - C10,179772,2259,2718.67,6386.99,Facebook,2.349306830177991,1.256591682798211,1.2034838424081453,15.122877867521083
2025-06-14,Prospecting,CA,Facebook - ASC - C10,171416,2186,1612.59,4175.94,Facebook,2.5895856975424625,1.2752601857469548,0.7376898444647758,9.407464880757923
2025-06-15,Prospecting,CA,Facebook - ASC - C10,177841,1977,1097.22,2320.7,Facebook,2.1150726381217986,1.1116671633650284,0.5549924127465857,6.1696684116711
2025-06-16,Prospecting,CA,Facebook - ASC - C10,145519,1787,2002.65,4167.56,Facebook,2.081022644995381,1.2280183343755797,1.1206771124790151,13.762120410393146
2025-06-17,Prospecting,CA,Facebook - ASC - C10,182203,2035,1864.82,5275.95,Facebook,2.82920067352345,1.1168861105470271,0.9163734643734643,10.234847944325834
2025-06-18,Prospecting,CA,Facebook - ASC - C10,205628,2544,1983.02,5322.19,Facebook,2.68388115097175,1.2371855972921975,0.7794889937106918,9.643725562666564
2025-06-19,Prospecting,CA,Facebook - ASC - C10,225275,2552,2768.27,7232.4,Facebook,2.6126064292861604,1.1328376428809235,1.0847452978056427,12.288403062923093
2025-06-20,Prospecting,CA,Facebook - ASC - C10,87317,1091,1154.6,2623.49,Facebook,2.272206824874415,1.249470320785185,1.0582951420714939,13.223083706494725
2025-06-21,Prospecting,CA,Facebook - ASC - C10,105156,1344,1107.33,2895.2,Facebook,2.614577406915734,1.2781011069268515,0.82390625,10.530354901289511
2025-06-22,Prospecting,CA,Facebook - ASC - C10,142145,1822,1215.7,3272.98,Facebook,2.6922596035206054,1.2817897217629886,0.6672338090010977,8.55253438390376
2025-06-23,Prospecting,CA,Facebook - ASC - C10,228687,2776,2048.12,4883.33,Facebook,2.384298771556354,1.2138862287755754,0.7377953890489913,8.955996624206884
2025-06-24,Prospecting,CA,Facebook - ASC - C10,192143,2104,2368.23,5622.01,Facebook,2.3739290524991237,1.0950177732209865,1.1255846007604562,12.325351430965478
2025-06-25,Prospecting,CA,Facebook - ASC - C10,119146,1422,1293.05,3313.23,Facebook,2.5623371099338774,1.1934936968089571,0.9093178621659634,10.852651368908733
2025-06-26,Prospecting,CA,Facebook - ASC - C10,125326,1557,1382.85,2853.04,Facebook,2.0631594171457497,1.2423599253147792,0.8881502890173409,11.034023267318833
2025-06-27,Prospecting,CA,Facebook - ASC - C10,72372,940,978.07,2415.03,Facebook,2.4691790976106005,1.2988448571270657,1.0405,13.51448073840712
2025-06-28,Prospecting,CA,Facebook - ASC - C10,167511,2090,1523.38,3225.89,Facebook,2.117587207394084,1.2476792568846227,0.7288899521531101,9.094208738530604
2025-06-29,Prospecting,CA,Facebook - ASC - C10,216761,2664,2214.55,5328.55,Facebook,2.406154749271861,1.2290033723778724,0.8312875375375376,10.216551870493308
2025-06-30,Prospecting,CA,Facebook - ASC - C10,180783,2173,2365.49,5435.71,Facebook,2.2979213609019697,1.2019935502785108,1.0885826046939713,13.08469269787535
2025-07-01,Prospecting,CA,Facebook - ASC - C10,84419,955,1163.45,3261.77,Facebook,2.803532597017491,1.131261919710018,1.2182722513089006,13.781850057451523
2025-07-02,Prospecting,CA,Facebook - ASC - C10,133619,1565,785.05,1770.17,Facebook,2.254850009553532,1.1712406169781244,0.501629392971246,5.875287197180041
2025-07-03,Prospecting,CA,Facebook - ASC - C10,328443,3651,3629.37,7506.41,Facebook,2.06824049352918,1.1116084069381902,0.994075595727198,11.05022789342443
2025-07-04,Prospecting,CA,Facebook - ASC - C10,245739,2967,2589.83,6398.44,Facebook,2.470602317526633,1.207378560179703,0.8728783282777216,10.538945792080215
2025-07-05,Prospecting,CA,Facebook - ASC - C10,158547,2022,1308.26,3218.53,Facebook,2.46016082430098,1.27533160513917,0.6470128585558853,8.2515594744776
2025-07-06,Prospecting,CA,Facebook - ASC - C10,268227,3189,3869.54,9192.94,Facebook,2.3757190777198325,1.1889183415539821,1.2134023204766384,14.426362744988387
2025-07-07,Prospecting,CA,Facebook - ASC - C10,138648,1574,1577.72,3679.12,Facebook,2.3319220140455847,1.1352489758236686,1.0023634053367216,11.379320293116383
2025-07-08,Prospecting,CA,Facebook - ASC - C10,199256,2524,1850.41,4850.48,Facebook,2.621300144292346,1.2667121692696832,0.7331259904912837,9.286596137631992
2025-07-09,Prospecting,CA,Facebook - ASC - C10,335694,4298,2486.53,6140.52,Facebook,2.4695137400312888,1.2803326839323907,0.5785318752908329,7.4071326863155145
2025-07-10,Prospecting,CA,Facebook - ASC - C10,178404,2122,1314.04,2752.74,Facebook,2.0948677361419743,1.189435214457075,0.6192459943449575,7.365529920853793
2025-07-11,Prospecting,CA,Facebook - ASC - C10,190577,2427,1176.75,2597.94,Facebook,2.2077246653919693,1.2735009995959639,0.48485784919653896,6.174669556137415
2025-07-12,Prospecting,CA,Facebook - ASC - C10,198648,2584,1574.15,3472.59,Facebook,2.2060095924784804,1.3007933631347912,0.6091911764705883,7.924318392332166
2025-07-13,Prospecting,CA,Facebook - ASC - C10,110523,1248,1474.16,3665.81,Facebook,2.4867110761382754,1.1291767324448305,1.1812179487179488,13.338038236385188
2025-07-14,Prospecting,CA,Facebook - ASC - C10,126658,1388,1430.15,3713.53,Facebook,2.596601755060658,1.0958644538836868,1.0303674351585015,11.291430466295063
2025-07-15,Prospecting,CA,Facebook - ASC - C10,123004,1495,887.54,2194.01,Facebook,2.472012529012777,1.2154076290201943,0.5936722408026756,7.215537706090859
2025-07-16,Prospecting,CA,Facebook - ASC - C10,104590,1326,1251.22,2681.21,Facebook,2.142876552484775,1.2678076297925231,0.9436048265460031,11.96309398604073
2025-07-17,Prospecting,CA,Facebook - ASC - C10,150415,1917,963.51,2613.69,Facebook,2.7126755300930974,1.2744739553900875,0.5026134585289515,6.405677625236844
2025-07-18,Prospecting,CA,Facebook - ASC - C10,98141,1101,799.11,1908.15,Facebook,2.3878439764237713,1.12185528983809,0.7258038147138964,8.142468489214497
2025-07-19,Prospecting,CA,Facebook - ASC - C10,110659,1415,650.95,1680.9,Facebook,2.5822259774176204,1.2787030426806676,0.460035335689046,5.882485834862054
2025-07-20,Prospecting,CA,Facebook - ASC - C10,181401,2188,1471.49,4083.28,Facebook,2.774928813651469,1.2061675514467947,0.6725274223034735,8.111807542406051
2025-07-21,Prospecting,CA,Facebook - ASC - C10,182482,2393,1395.13,3665.79,Facebook,2.627561589242579,1.3113622165473855,0.5830045967404931,7.645302002389277
2025-07-22,Prospecting,CA,Facebook - ASC - C10,223838,2575,2858.95,6860.02,Facebook,2.3994893230032006,1.1503855466900168,1.110271844660194,12.77240682993951
2025-07-23,Prospecting,CA,Facebook - ASC - C10,296857,3779,3934.75,9502.77,Facebook,2.4150886333312154,1.2730035000016844,1.0412146070388992,13.25469839013397
2025-07-24,Prospecting,CA,Facebook - ASC - C10,122749,1542,1085.73,2155.85,Facebook,1.9856225765153397,1.256222046615451,0.7041050583657588,8.845122974525252
2025-07-25,Prospecting,CA,Facebook - ASC - C10,126126,1535,965.69,2400.26,Facebook,2.485538837515145,1.2170369313226455,0.629114006514658,7.6565497994069425
2025-07-26,Prospecting,CA,Facebook - ASC - C10,79240,959,651.04,1657.14,Facebook,2.5453735561563042,1.2102473498233215,0.6788738269030239,8.21605249873801
2025-07-27,Prospecting,CA,Facebook - ASC - C10,108324,1269,1114.93,2410.27,Facebook,2.1618128492371715,1.1714855433698903,0.8785894405043342,10.292548281082679
2025-07-28,Prospecting,CA,Facebook - ASC - C10,109331,1183,732.17,1895.56,Facebook,2.5889615799609382,1.0820352873384493,0.618909551986475,6.696819749201964
2025-07-29,Prospecting,CA,Facebook - ASC - C10,138364,1509,1598.25,3428.89,Facebook,2.1454027842953227,1.0906016015726634,1.059145129224652,11.55105374230291
2025-07-30,Prospecting,CA,Facebook - ASC - C10,149653,1679,1328.73,2820.49,Facebook,2.1226961083139537,1.1219287284585007,0.7913817748659917,8.878739484006335
2025-07-31,Prospecting,CA,Facebook - ASC - C10,120150,1417,1410.82,3137.91,Facebook,2.2241745934988164,1.1793591344153143,0.9956386732533521,11.742155638784853
2025-08-01,Prospecting,CA,Facebook - ASC - C10,199949,2175,1604.78,4048.19,Facebook,2.5225825346776505,1.0877773832327244,0.7378298850574713,8.025946616387179
2025-08-02,Prospecting,CA,Facebook - ASC - C10,212277,2325,2541.48,6197.48,Facebook,2.438531879062593,1.0952670331689256,1.093109677419355,11.97246993315338
